Source;Continent;Target;Continent 2;Export;Import
Canada;America;Belize;America;5,34324;2,37072
Canada;America;Bermuda;America;69,75198;0,45242
Canada;America;Bolivia;America;10,37283;291,92276
Canada;America;Brazil;America;1816,5614;5963,58139
Canada;America;Barbados;America;38,87229;15,06326
Canada;America;Brunei;Asia;6,20324;0,77267
Canada;America;Bhutan;Asia;0,13687;0,02274
Canada;America;Botswana;Africa;214,18935;5,69569
Canada;America;Central African Republic;Africa;0,99243;0,19054
Canada;America;Switzerland;Europe;2422,97692;4541,06391
Canada;America;Chile;America;974,18403;1438,68846
Canada;America;China;Asia;22404,7385;68559,61955
Canada;America;Cameroon;Africa;69,42579;9,44265
Canada;America;Congo, Rep.;Africa;16,7003;2,62578
Canada;America;Cook Islands;Oceania;0,02126;0,04825
Canada;America;Colombia;Africa;802,50179;1038,7531
Canada;America;Cape Verde;Africa;0,79955;0,32878
Canada;America;Costa Rica;America;148,96712;474,58531
Canada;America;Cuba;America;226,68211;558,45979
Canada;America;Curaçao;America;63,56221;0,0494
Canada;America;Cyprus;Europe;8,35159;5,16717
Canada;America;Czech Republic;Europe;182,05112;679,72387
Canada;America;Germany;Europe;5250,25785;15139,53165
Canada;America;Djibouti;Africa;3,92566;0,32529
Canada;America;Dominica;America;4,73235;0,48937
Canada;America;Denmark;Europe;197,84869;1195,43137
Canada;America;Dominican Republic;America;229,42006;202,22077
Canada;America;Algeria;Africa;862,8953;46,01065
Canada;America;Ecuador;Oceania;457,25362;302,8433
Canada;America;Egypt, Arab Rep.;Africa;501,66068;1021,80381
Canada;America;Eritrea;Africa;1,60936;0,01566
Canada;America;Spain;Europe;1857,50839;3039,37315
Canada;America;Estonia;Europe;18,59385;145,88962
Canada;America;Ethiopia(excludes Eritrea);Africa;66,90042;41,1157
Canada;America;Finland;Europe;551,43652;1103,61047
Canada;America;Fiji;Oceania;2,66835;5,92345
Canada;America;Falkland Island;America;0,51977;0,03216
Canada;America;France;Europe;3231,28152;5666,43105
Canada;America;Gabon;Africa;13,56293;1,64615
Canada;America;United Kingdom;Europe;13155,17316;6267,85943
Canada;America;Georgia;Asia;31,18351;21,12719
Canada;America;Ghana;Africa;297,86502;81,81946
Canada;America;Gibraltar;Europe;0,20898;0,01894
Canada;America;Guinea;Oceania;27,66148;62,7264
Canada;America;Gambia, The;Africa;4,04414;0,41356
Canada;America;Guinea-Bissau;Africa;0,19894;0,01038
Canada;America;Equatorial Guinea;Africa;8,84204;13,55215
Canada;America;Greece;Europe;114,79029;271,56195
Canada;America;Grenada;America;7,97039;1,90502
Canada;America;Guatemala;America;172,81876;517,19782
Canada;America;Guam;Oceania;1,29341;0,05409
Canada;America;Guyana;America;30,75187;159,18173
Canada;America;Hong Kong, China;Asia;2822,63922;340,41472
Canada;America;Honduras;America;44,10891;350,36537
Canada;America;Croatia;Europe;26,31926;73,73912
Canada;America;Haiti;America;64,94823;57,5809
Canada;America;Hungary;Europe;85,58354;667,93964
Canada;America;Indonesia;Asia;1790,58852;1577,82502
Canada;America;India;Asia;2387,69781;4811,33881
Canada;America;Ireland;Europe;621,07504;2293,8705
Canada;America;Iran, Islamic Rep.;Asia;322,26728;27,85296
Canada;America;Iraq;Asia;108,35751;0,88351
Canada;America;Iceland;Europe;72,61419;90,70989
Canada;America;Israel;Asia;383,672;1048,90605
Canada;America;Italy;Europe;2130,59647;8348,69928
Canada;America;Jamaica;Africa;110,24329;55,83891
Canada;America;Jordan;Asia;47,51919;96,8324
Canada;America;Japan;Asia;11569,58935;12323,9992
Canada;America;Kazakhstan;Asia;70,08768;727,24533
Canada;America;Kenya;Africa;74,96911;35,79063
Canada;America;Kyrgyz Republic;Asia;6,82729;0,63914
Canada;America;Cambodia;Asia;30,67056;1423,1485
Canada;America;Kiribati;Oceania;0,02422;0,47238
Canada;America;St. Kitts and Nevis;America;4,16726;2,35024
Canada;America;Korea, Rep.;Asia;5041,29131;8302,07992
Canada;America;Kuwait;Asia;89,68048;12,13532
Canada;America;Lao PDR;Asia;6,65525;27,07958
Canada;America;Lebanon;Asia;93,86493;34,15878
Canada;America;Liberia;Africa;19,54889;22,61454
Canada;America;Libya;Africa;58,40674;0,17721
Canada;America;St. Lucia;America;14,8352;0,74352
Canada;America;Sri Lanka;Asia;103,94112;374,32231
Canada;America;Lesotho;Africa;0,48251;8,25442
Canada;America;Lithuania;Europe;117,79255;266,33425
Canada;America;Luxembourg;Europe;114,33797;168,68655
Canada;America;Latvia;Europe;285,49079;83,97726
Canada;America;Morocco;Africa;399,90947;510,19785
Canada;America;Moldova;Europe;2,64892;16,27102
Canada;America;Madagascar;Africa;8,84883;154,29214
Canada;America;Maldives;Asia;26,86326;1,05797
Canada;America;Mexico;America;6541,05495;26994,85503
Canada;America;North Macedonia;Europe;3,25269;10,42139
Canada;America;Mali;Africa;40,04655;4,03334
Canada;America;Malta;Europe;526,41286;30,11947
Canada;America;Myanmar;Asia;28,16144;110,01037
Canada;America;Mongolia;Asia;11,51385;1,52272
Canada;America;Montenegro;Europe;3,79019;9,37167
Canada;America;Mozambique;Africa;31,83666;32,37647
Canada;America;Mauritania;Africa;19,19938;337,08048
Canada;America;Mauritius;Africa;6,70076;12,77766
Canada;America;Malawi;Africa;3,83023;0,81643
Canada;America;Malaysia;Asia;815,57209;3032,24697
Canada;America;Namibia;Africa;7,47951;38,89388
Canada;America;New Caledonia;Oceania;20,48094;0,63964
Canada;America;Niger;Africa;5,95195;59,25265
Canada;America;Norfolk Island;Oceania;0,01583;0,11398
Canada;America;Nigeria;Africa;483,08136;1647,05003
Canada;America;Nicaragua;America;43,20652;104,54374
Canada;America;Niue;Oceania;0,09005;0,09966
Canada;America;Netherlands;Europe;3835,85422;3121,58452
Canada;America;Norway;Europe;2497,66841;781,47605
Canada;America;Nepal;Asia;49,63091;9,97754
Canada;America;Nauru;Oceania;0,14775;0,18761
Canada;America;New Zealand;Oceania;348,29029;613,55494
Canada;America;Oman;Asia;54,76841;56,46807
Canada;America;Pakistan;Asia;526,75145;433,82219
Canada;America;Panama;America;164,30031;15,38341
Canada;America;Pitcairn;Oceania;0,54277;0,05542
Canada;America;Peru;America;869,80244;3170,6189
Canada;America;Philippines;Asia;1097,22901;1119,26836
Canada;America;Papua New Guinea;Oceania;4,19837;2,55541
Canada;America;Poland;Europe;666,95071;1788,26744
Canada;America;Portugal;Europe;232,23589;597,55744
Canada;America;Paraguay;Europe;17,39055;10,41907
Canada;America;French Polynesia;Oceania;10,10698;1,13465
Canada;America;Qatar;Asia;108,00438;100,19833
Canada;America;Romania;Europe;121,89637;527,95836
Canada;America;Russian Federation;Asia;523,79275;1707,98558
Canada;America;Rwanda;Africa;9,31186;1,39828
Canada;America;Saudi Arabia;Asia;1745,35691;1902,97389
Canada;America;Senegal;Africa;143,25297;3,94043
Canada;America;Serbia, FR(Serbia/Montenegro);Europe;23,10428;89,46662
Canada;America;Singapore;Asia;965,14155;822,26293
Canada;America;Solomon Islands;Oceania;0,17549;0,12844
Canada;America;Sierra Leone;Africa;8,81105;2,58039
Canada;America;El Salvador;America;80,92843;63,17288
Canada;America;Somalia;Africa;2,61849;0,3379
Canada;America;South Sudan;Africa;1,77051;0,01014
Canada;America;Sudan;Africa;35,80131;0,32113
Canada;America;Suriname;America;18,90791;7,73324
Canada;America;Slovak Republic;Europe;36,02542;626,67527
Canada;America;Slovenia;Europe;56,79762;175,97486
Canada;America;Sweden;Europe;350,15302;1933,55308
Canada;America;Eswatini;Europe;1,33789;1,53504
Canada;America;Seychelles;Africa;0,80655;1,72403
Canada;America;Syrian Arab Republic;Asia;9,19239;2,37107
Canada;America;Turks and Caicos Isl.;America;4,71886;0,13936
Canada;America;Chad;Africa;1,08252;0,07878
Canada;America;Togo;Africa;41,00626;10,99515
Canada;America;Thailand;Asia;696,476;3286,01668
Canada;America;Tajikistan;Asia;0,7519;0,23619
Canada;America;Turkmenistan;Asia;4,15438;0,6528
Canada;America;East Timor;Asia;0,39873;5,71467
Canada;America;Tonga;Africa;0,56216;0,10363
Canada;America;Trinidad and Tobago;Africa;248,30028;283,89874
Canada;America;Tunisia;Africa;87,25238;136,9646
Canada;America;Turkey;Asia;918,3812;2222,97019
Canada;America;Tanzania;Africa;154,79119;18,97922
Canada;America;Uganda;Africa;26,80871;14,26636
Canada;America;Ukraine;Europe;175,01926;181,71442
Canada;America;Uruguay;America;71,80826;65,20219
Canada;America;United States;America;377983,7797;239020,8907
Canada;America;Uzbekistan;Asia;5,34532;202,31921
Canada;America;St. Vincent and the Grenadines;America;18,30197;0,0601
Canada;America;Venezuela;America;134,50079;11,6038
Canada;America;British Virgin Islands;Europe;2,68763;0,2308
Canada;America;Vietnam;Asia;526,72753;7844,78923
Canada;America;Vanuatu;Oceania;0,17316;0,0538
Canada;America;Wallis and Futura Isl.;Oceania;0,97269;0,00906
Canada;America;Samoa;America;0,01953;0,0996
Canada;America;Yemen;Asia;5,53616;0,39132
Canada;America;South Africa;Africa;307,3944;1336,27562
Canada;America;Congo, Dem. Rep.;Africa;14,54107;204,54521
Canada;America;Zambia;Africa;13,57057;109,41268
Canada;America;Zimbabwe;Africa;7,16672;7,7664
China;Asia;Afghanistan;Asia;474,45127;49,52722
China;Asia;Angola;Africa;2491,54568;20908,23132
China;Asia;Albania;Europe;591,55669;164,15198
China;Asia;United Arab Emirates;Asia;43818,20517;28567,88895
China;Asia;Argentina;America;10689,78073;7132,13671
China;Asia;Armenia;Europe;331,01991;1083,85536
China;Asia;Antigua and Barbuda;America;110,25502;2,68928
China;Asia;Austria;Europe;5349,52484;8418,8923
China;Asia;Azerbaijan;Asia;994,8813;205,027
China;Asia;Burundi;Africa;126,90239;8,60561
China;Asia;Belgium;Europe;30381,73104;8572,1664
China;Asia;Benin;Africa;1227,52146;231,56879
China;Asia;Burkina Faso;Africa;442,68979;188,4526
China;Asia;Bangladesh;Asia;24094,59298;1046,91066
China;Asia;Bulgaria;Europe;2312,18219;1797,75926
China;Asia;Bahrain;Asia;1380,82171;399,51421
China;Asia;Bahamas, The;America;474,26957;17,25719
China;Asia;Bosnia and Herzegovina;Europe;136,95007;137,81212
China;Asia;Belarus;Europe;2729,41195;1090,69329
China;Asia;Belize;America;175,79892;0,04517
China;Asia;Bermuda;America;79,12402;0,02003
China;Asia;Bolivia;America;992,3908;647,68991
China;Asia;Brazil;America;53612,22439;109877,8763
China;Asia;Barbados;America;238,73892;15,24622
China;Asia;Brunei;Asia;639,05585;2221,83902
China;Asia;Bhutan;Asia;108,76212;0,01096
China;Asia;Botswana;Africa;255,50181;172,61625
China;Asia;Central African Republic;Africa;45,53092;36,06642
China;Asia;Canada;America;51510,53219;30450,11253
China;Asia;Switzerland;Europe;6304,56582;38068,59567
China;Asia;Chile;America;26292,79678;39458,6339
China;Asia;Cameroon;Africa;2714,02207;1636,69076
China;Asia;Congo, Rep.;Africa;680,34702;4673,95431
China;Asia;Cook Islands;Oceania;4,01455;2,05364
China;Asia;Colombia;Africa;14354,66129;5614,10938
China;Asia;Cape Verde;Africa;84,53774;1,14692
China;Asia;Costa Rica;America;2255,32583;815,49125
China;Asia;Cuba;America;575,87293;446,93052
China;Asia;Curaçao;America;55,17543;0,01262
China;Asia;Cyprus;Europe;866,74338;28,86932
China;Asia;Czech Republic;Europe;15108,15342;6053,56205
China;Asia;Germany;Europe;115181,9225;119920,0722
China;Asia;Djibouti;Africa;2572,27455;55,80574
China;Asia;Dominica;America;34,58683;1,43154
China;Asia;Denmark;Europe;10871,7069;6976,10031
China;Asia;Dominican Republic;America;4002,49199;347,49974
China;Asia;Algeria;Africa;6349,67965;1080,77129
China;Asia;Ecuador;Oceania;5483,43206;5459,57365
China;Asia;Egypt, Arab Rep.;Africa;18264,73281;1704,40793
China;Asia;Eritrea;Africa;69,95715;389,73192
China;Asia;Western Sahara;Africa;1,10001;0,00012
China;Asia;Spain;Europe;36127,9261;12290,11382
China;Asia;Estonia;Europe;1009,97551;281,56211
China;Asia;Ethiopia(excludes Eritrea);Africa;2290,95094;366,00693
China;Asia;Finland;Europe;3802,99486;5327,6775
China;Asia;Fiji;Oceania;397,39524;55,50588
China;Asia;France;Europe;46388,19984;39126,64275
China;Asia;Micronesia, Fed. Sts.;Oceania;20,12267;17,4343
China;Asia;Gabon;Africa;436,24059;2584,61336
China;Asia;United Kingdom;Europe;87029,77677;25652,93751
China;Asia;Georgia;Asia;1028,87259;174,46821
China;Asia;Ghana;Africa;8104,17831;1466,77676
China;Asia;Gibraltar;Europe;6,02942;0,00919
China;Asia;Guinea;Oceania;2158,47154;2792,44618
China;Asia;Gambia, The;Africa;543,95313;44,60129
China;Asia;Guinea-Bissau;Africa;88,87891;0,00111
China;Asia;Equatorial Guinea;Africa;123,98409;1215,14247
China;Asia;Greece;Europe;11180,07415;973,04014
China;Asia;Grenada;America;20,44647;0,0242
China;Asia;Guatemala;America;3904,45147;448,72561
China;Asia;Guyana;America;390,25491;319,90784
China;Asia;Hong Kong, China;Asia;349442,3247;9700,2087
China;Asia;Honduras;America;1584,84445;34,13143
China;Asia;Croatia;Europe;1977,0352;339,90268
China;Asia;Haiti;America;795,41974;4,32931
China;Asia;Hungary;Europe;10141,75484;5566,04097
China;Asia;Indonesia;Asia;60649,44044;63886,54658
China;Asia;India;Asia;97510,6563;28137,33609
China;Asia;Ireland;Europe;5321,33153;17626,34329
China;Asia;Iran, Islamic Rep.;Asia;8277,85281;6500,36683
China;Asia;Iraq;Asia;10689,81283;26647,2331
China;Asia;Iceland;Europe;207,01568;151,81648
China;Asia;Israel;Asia;15298,21724;7535,17673
China;Asia;Italy;Europe;43630,0192;30322,5532
China;Asia;Jamaica;Africa;809,86325;6,12647
China;Asia;Jordan;Asia;3991,36669;424,70013
China;Asia;Japan;Asia;165822,9646;205523,7145
China;Asia;Kazakhstan;Asia;13960,38279;11391,71452
China;Asia;Kenya;Africa;6732,05177;226,53664
China;Asia;Kyrgyz Republic;Asia;7473,73549;79,7317
China;Asia;Cambodia;Asia;11566,14863;2100,4363
China;Asia;Kiribati;Oceania;39,08159;0,00477
China;Asia;St. Kitts and Nevis;America;13,23756;0,67106
China;Asia;Korea, Rep.;Asia;148847,0268;213445,0799
China;Asia;Kuwait;Asia;4368,46802;17755,28105
China;Asia;Lao PDR;Asia;1666,65199;2673,96069
China;Asia;Lebanon;Asia;1508,68646;47,90545
China;Asia;Liberia;Africa;5687,51746;23,73267
China;Asia;Libya;Africa;2129,03043;3271,54833
China;Asia;St. Lucia;America;25,50901;0,13312
China;Asia;Sri Lanka;Asia;5252,22191;650,4575
China;Asia;Lesotho;Africa;84,44494;23,66091
China;Asia;Lithuania;Europe;2195,78216;433,49335
China;Asia;Luxembourg;Europe;1441,89783;410,94945
China;Asia;Latvia;Europe;1146,48281;239,06771
China;Asia;Morocco;Africa;5689,73071;824,65054
China;Asia;Moldova;Europe;178,80976;104,68572
China;Asia;Madagascar;Africa;1283,17922;331,89971
China;Asia;Maldives;Asia;406,88604;4,3578
China;Asia;Mexico;America;67440,74371;19142,58575
China;Asia;Marshall Islands;Oceania;3187,5923;2,74954
