Source,Target,Import,Export
Romania,Norway,98.63,634.56
Romania,Croatia,343.1,353.01
Romania,Brazil,381.92,178.73
Romania,Tunisia,198.35,298.78
Romania,Jordan,2.48,477.61
Romania,"Iran, Islamic Rep.",72.5,403.51
Romania,Finland,191.67,252.17
Romania,Canada,133.2,307.28
Romania,North Macedonia,127.05,285.98
Romania,Lithuania,203.21,200.11
Romania,Saudi Arabia,14.3,362.72
Romania,United Arab Emirates,78.96,296.51
Romania,"Other Asia, nes",310.21,56.89
Romania,Vietnam,227.25,114.94
Romania,Thailand,255.4,84.71
Romania,Georgia,155.03,180.74
Russian Federation,China,72693.02,68679.25
Russian Federation,Germany,27350.55,29645.65
Russian Federation,Netherlands,4284.26,42145.03
Russian Federation,Belarus,15635.53,23130.38
Russian Federation,United States,17265.49,17747.76
Russian Federation,Turkey,6514.51,26426.3
Russian Federation,Italy,12033.62,19284.24
Russian Federation,"Korea, Rep.",12986.92,16894.81
Russian Federation,United Kingdom,4466.79,22274.62
Russian Federation,Kazakhstan,7132.35,18493.81
Russian Federation,Poland,5808.05,16722.43
Russian Federation,France,12211.45,9910.3
Russian Federation,Japan,9127.29,10726.01
Russian Federation,India,4427.71,9128.11
Russian Federation,Finland,3565.55,9655.81
Russian Federation,Ukraine,4155.33,8128.98
Russian Federation,Belgium,2523.05,8671.67
Russian Federation,Czech Republic,3622.12,4016.63
Russian Federation,Brazil,2222.83,5261.22
Russian Federation,Spain,3506.09,3844.11
Russian Federation,Vietnam,4893.32,2238.52
Russian Federation,Slovak Republic,1949.78,5101.15
Russian Federation,Uzbekistan,1705.45,5203.92
Russian Federation,Switzerland,3395.15,2821.57
Russian Federation,Hungary,2268.16,3719.45
Russian Federation,"Other Asia, nes",2392.3,3517.72
Russian Federation,Austria,2657.59,3228.87
Russian Federation,United Arab Emirates,276.3,5081.6
Russian Federation,Lithuania,653.28,4577.37
Russian Federation,Romania,1590.33,3343.1
Russian Federation,Latvia,496.65,4295.66
Russian Federation,Mexico,1380.36,3402.93
Russian Federation,"Egypt, Arab Rep.",591.96,4177.31
Russian Federation,Estonia,473.84,4131.26
Russian Federation,Greece,298.7,4194.87
Russian Federation,Denmark,1251.11,2984.39
Russian Federation,"Iran, Islamic Rep.",972.35,3068.19
Russian Federation,Sweden,2490.81,1071.6
Russian Federation,Azerbaijan,1031.98,2323.84
Russian Federation,Indonesia,2625.28,680.98
Russian Federation,Malaysia,1822.46,1429.73
Russian Federation,Bulgaria,570.49,2669.63
Russian Federation,Algeria,18.27,2989.45
Russian Federation,Bangladesh,1273.26,1721.24
Russian Federation,Norway,903.14,1814.79
Russian Federation,Armenia,711.56,1892.69
Russian Federation,Israel,846.95,1736.22
Russian Federation,Ireland,2100.56,464.58
Russian Federation,Kyrgyz Republic,348.1,2156.02
Russian Federation,Malta,25.16,2359.79
Saudi Arabia,Unspecified,132.72,171443.23
Saudi Arabia,China,30234.8,10957.81
Saudi Arabia,United Arab Emirates,12471.46,14750.08
Saudi Arabia,United States,16216.55,4954.29
Saudi Arabia,India,8073.8,9133.48
Saudi Arabia,"Egypt, Arab Rep.",4208.33,7782.66
Saudi Arabia,Japan,6061.96,2076.77
Saudi Arabia,Germany,7491.4,429.11
Saudi Arabia,"Korea, Rep.",3439.68,3378.33
Saudi Arabia,France,4255.11,2521.02
Saudi Arabia,Italy,4598.5,2038.72
Saudi Arabia,United Kingdom,3526.34,2298.38
Saudi Arabia,Belgium,1929.46,3879.49
Saudi Arabia,Singapore,948.72,4716.55
Saudi Arabia,Bahrain,2599.23,2283.62
Saudi Arabia,Netherlands,2099.91,2722.18
Saudi Arabia,Brazil,2459.69,1418.95
Saudi Arabia,Turkey,129.69,3456.87
Saudi Arabia,Indonesia,1934.53,1593.43
Saudi Arabia,Jordan,1336.12,2140.24
Saudi Arabia,Spain,2368.12,1060.09
Saudi Arabia,Thailand,2335.06,1057.95
Saudi Arabia,Switzerland,2202.98,913.05
Saudi Arabia,Malaysia,1449.77,1650.46
Saudi Arabia,South Africa,839.12,2255.41
Saudi Arabia,Oman,1788.9,1182.45
Saudi Arabia,Kuwait,566.55,1960.47
Saudi Arabia,Yemen,226.32,2077.09
Saudi Arabia,Australia,1579.11,687.39
Saudi Arabia,Vietnam,1434.54,754.37
Saudi Arabia,Canada,2037.41,64.44
Saudi Arabia,"Other Asia, nes",1217.84,872.35
Saudi Arabia,Djibouti,21.52,1802.58
Saudi Arabia,Pakistan,551.74,1260.33
Saudi Arabia,Poland,1418.04,309.65
Saudi Arabia,"Hong Kong, China",1336.59,368.3
Saudi Arabia,Bangladesh,493.26,1133.24
Saudi Arabia,Sweden,1446.42,110.75
Saudi Arabia,Kenya,88.16,1439.29
Saudi Arabia,Russian Federation,1437.48,81.04
Saudi Arabia,Sudan,341.12,1172.85
Saudi Arabia,Morocco,181.68,1172.1
Saudi Arabia,Ireland,1211.6,23.87
Saudi Arabia,Tanzania,13.53,1218.9
Saudi Arabia,Argentina,1025.06,82.44
Saudi Arabia,Iraq,18.49,1021.24
Saudi Arabia,Ukraine,850.58,125.68
Saudi Arabia,Mexico,883.23,68.39
Saudi Arabia,Greece,581.24,220.09
Saudi Arabia,Denmark,743.71,33.09
Singapore,China,54610.68,67746.76
Singapore,Malaysia,53729.37,42130.41
Singapore,United States,40573.14,39316.82
Singapore,"Other Asia, nes",51118.63,23307.74
Singapore,"Hong Kong, China",3248.62,60147.38
Singapore,Indonesia,15212.69,28801.07
Singapore,"Korea, Rep.",22194.93,19700.44
Singapore,Japan,21803.98,18355.09
Singapore,Thailand,9805.08,15622.19
Singapore,Australia,7239.99,13038.5
Singapore,Vietnam,4383.81,15670.8
Singapore,India,7362.82,12624.31
Singapore,Germany,10292.81,7105.74
Singapore,Philippines,8113.62,9166.86
Singapore,United Arab Emirates,12546.69,4018.26
Singapore,France,11521.91,3869.64
Singapore,Netherlands,3119.16,9735.56
Singapore,Switzerland,8252.28,3427.18
Singapore,United Kingdom,6862.18,3705.48
Singapore,Saudi Arabia,6172.84,950.83
Singapore,Cambodia,233.18,6618.6
Singapore,Belgium,1365.58,5403.19
Singapore,Italy,4945.44,881.74
Singapore,Qatar,5007.43,754.24
Singapore,Brazil,4080.64,1612.32
Singapore,Panama,3.95,4302.32
Singapore,Mexico,2489.1,1626.53
Singapore,Bangladesh,174.3,3625.13
Singapore,Russian Federation,3263.38,488.0
Singapore,Marshall Islands,8.33,3588.0
Singapore,Liberia,0.93,3351.64
Singapore,New Zealand,655.59,2230.82
Singapore,Myanmar,84.34,2617.06
Singapore,Ireland,1960.67,566.57
Singapore,Canada,1488.75,752.4
Singapore,Brunei,1269.19,746.38
Singapore,Malta,547.12,1404.6
Singapore,Spain,1322.2,423.88
Singapore,Israel,757.42,979.78
Singapore,Turkey,860.18,855.34
Singapore,Sweden,1514.11,139.87
Singapore,Iraq,1396.38,90.43
Singapore,Pakistan,71.11,1294.65
Singapore,Nigeria,877.49,408.66
Singapore,Sri Lanka,110.13,1172.46
Singapore,Czech Republic,687.29,579.77
Singapore,Greece,295.56,931.76
Singapore,Algeria,1160.74,41.9
Singapore,Austria,868.67,298.72
Singapore,South Africa,690.86,413.64
Slovak Republic,Germany,20073.86,22734.0
Slovak Republic,Czech Republic,10267.7,12128.23
Slovak Republic,Poland,5837.45,8702.18
Slovak Republic,Hungary,3790.64,7582.9
Slovak Republic,France,3711.55,6740.38
Slovak Republic,China,7656.04,2664.7
Slovak Republic,Unspecified,9263.62,79.23
Slovak Republic,Austria,2794.78,5770.98
Slovak Republic,Italy,3584.9,4872.7
Slovak Republic,Russian Federation,6587.11,1582.58
Slovak Republic,"Korea, Rep.",5697.82,320.62
Slovak Republic,United Kingdom,1330.29,4130.32
Slovak Republic,Vietnam,4766.11,31.59
Slovak Republic,United States,1108.55,3307.15
Slovak Republic,Romania,1664.05,2558.39
Slovak Republic,Spain,1569.12,2391.35
Slovak Republic,Netherlands,1257.42,2117.38
Slovak Republic,Belgium,1039.5,1276.39
Slovak Republic,Switzerland,635.29,1512.31
Slovak Republic,Sweden,619.22,1433.42
Slovak Republic,Ukraine,927.77,976.48
Slovak Republic,Turkey,892.77,930.72
Slovak Republic,Slovenia,413.73,926.72
Slovak Republic,Denmark,337.33,791.01
Slovak Republic,"Serbia, FR(Serbia/Montenegro)",510.04,576.2
Slovak Republic,Bulgaria,301.47,712.23
Slovak Republic,Malaysia,922.08,19.89
Slovak Republic,Japan,596.96,306.88
Slovak Republic,Croatia,138.0,744.54
Slovak Republic,"Egypt, Arab Rep.",332.4,363.19
Slovak Republic,Portugal,373.85,293.38
Slovak Republic,"Other Asia, nes",577.8,84.38
Slovak Republic,India,434.51,164.98
Slovak Republic,Finland,229.22,331.32
Slovak Republic,Ireland,320.24,219.49
Slovak Republic,Canada,141.96,338.66
Slovak Republic,Greece,156.44,322.43
Slovak Republic,Mexico,150.33,285.05
Slovak Republic,Lithuania,131.51,278.88
Slovak Republic,Bangladesh,377.2,10.1
Slovak Republic,Morocco,138.35,237.85
Slovak Republic,Thailand,347.62,25.92
Slovak Republic,Israel,64.58,304.67
Slovak Republic,Australia,27.53,323.42
Slovak Republic,Norway,104.4,245.66
Slovak Republic,Brazil,101.81,170.63
Slovak Republic,South Africa,97.04,174.3
Slovak Republic,United Arab Emirates,25.87,226.84
Slovak Republic,Tunisia,171.89,75.38
Slovak Republic,Bosnia and Herzegovina,86.45,155.37
South Africa,China,19226.8,13571.17
South Africa,United States,6576.14,12974.21
South Africa,Germany,7544.99,9374.09
South Africa,Japan,2600.4,8227.26
South Africa,United Kingdom,1871.16,8177.22
South Africa,India,5347.78,4155.53
South Africa,Unspecified,485.34,7400.59
South Africa,Netherlands,1605.48,4164.81
South Africa,Mozambique,784.44,4327.02
South Africa,Botswana,570.36,4362.59
South Africa,Belgium,1369.84,3534.91
South Africa,Saudi Arabia,4102.14,375.09
South Africa,Namibia,988.49,3435.33
South Africa,United Arab Emirates,1882.15,2257.03
South Africa,Italy,2584.61,1178.15
South Africa,Thailand,2977.91,510.42
South Africa,"Korea, Rep.",1105.83,2164.82
South Africa,Zimbabwe,186.63,2914.7
South Africa,Spain,1575.31,1362.62
South Africa,Eswatini,1382.94,1507.86
South Africa,France,1965.82,827.32
South Africa,Nigeria,2239.83,517.94
South Africa,Zambia,242.81,2326.95
South Africa,"Hong Kong, China",141.63,2389.22
South Africa,Australia,1103.5,837.43
South Africa,Oman,1880.39,54.52
South Africa,Switzerland,1094.37,838.01
South Africa,Brazil,1299.87,473.44
South Africa,Lesotho,324.95,1390.21
South Africa,Indonesia,991.19,720.12
South Africa,"Other Asia, nes",731.36,795.09
South Africa,Vietnam,1062.94,406.01
South Africa,Malaysia,1010.77,421.74
South Africa,Turkey,941.23,470.3
South Africa,Pakistan,192.8,1181.29
South Africa,Czech Republic,692.15,594.2
South Africa,Poland,935.92,243.36
South Africa,"Congo, Dem. Rep.",77.23,1074.66
South Africa,Sweden,926.47,160.71
South Africa,Russian Federation,622.92,410.78
South Africa,Ghana,545.66,413.31
South Africa,Singapore,347.92,535.64
South Africa,Canada,422.8,371.57
South Africa,Mexico,528.81,227.46
South Africa,Angola,361.85,330.1
South Africa,Austria,604.04,76.55
South Africa,Argentina,481.51,195.84
South Africa,Ireland,441.98,180.39
South Africa,Mauritius,225.8,350.17
South Africa,Malawi,56.31,469.21
Spain,France,40390.84,59692.08
Spain,Germany,45267.77,38320.46
Spain,Italy,26751.95,31421.64
Spain,China,41200.35,10243.47
Spain,Portugal,16084.65,29415.99
Spain,Unspecified,25277.07,17937.9
Spain,United States,20212.99,17468.71
Spain,Netherlands,19757.4,13530.26
Spain,United Kingdom,10207.78,21704.47
Spain,Belgium,10996.17,17037.98
Spain,Morocco,8635.05,11235.68
Spain,Switzerland,10139.77,6794.13
Spain,Poland,7603.82,8965.69
Spain,Turkey,9847.21,6493.88
Spain,Mexico,5515.33,4871.07
Spain,Russian Federation,7136.22,2617.72
Spain,Brazil,5477.71,3066.91
Spain,Czech Republic,4949.87,3486.23
Spain,Algeria,5639.44,2232.96
Spain,Sweden,3760.0,3466.72
Spain,Nigeria,6692.71,498.96
Spain,Japan,3511.44,3473.1
Spain,India,4967.63,1770.0
Spain,Bunkers,0.09,6082.27
Spain,Ireland,3368.32,2411.41
Spain,Saudi Arabia,3517.34,2255.68
Spain,Austria,2738.76,2879.75
Spain,"Korea, Rep.",3250.28,2289.51
Spain,Hungary,3133.59,2059.38
Spain,Denmark,2501.42,2541.52
Spain,Romania,2547.44,2452.26
Spain,Canada,2368.5,2398.46
Spain,Greece,999.81,3115.42
Spain,Vietnam,3316.05,546.01
Spain,Bangladesh,3604.79,232.39
Spain,Libya,3427.18,366.73
Spain,Slovak Republic,2158.13,1581.58
Spain,Chile,1536.73,2071.45
Spain,Argentina,2474.92,1083.78
Spain,Indonesia,2910.59,462.06
Spain,"Egypt, Arab Rep.",1408.74,1884.08
Spain,Norway,1525.84,1752.6
Spain,Israel,968.03,2135.9
Spain,United Arab Emirates,961.18,2024.17
Spain,South Africa,1355.66,1541.5
Spain,Finland,1375.06,1505.99
Spain,"Other Asia, nes",1970.2,825.14
Spain,Australia,728.45,1914.4
Spain,Ukraine,1830.56,806.37
Spain,Peru,1676.18,801.46
Sweden,Germany,31739.72,19422.65
Sweden,Norway,19043.84,20254.23
Sweden,Netherlands,18835.28,9555.51
Sweden,Denmark,12960.3,14664.11
Sweden,Finland,8292.62,13411.32
Sweden,China,12908.67,7830.59
Sweden,United States,5272.62,15301.71
Sweden,United Kingdom,5711.05,10460.67
Sweden,Poland,8842.31,7214.56
Sweden,Belgium,8257.57,6848.46
Sweden,France,7109.67,7622.16
Sweden,Italy,6594.61,5399.62
Sweden,Spain,3122.0,3665.06
Sweden,Russian Federation,2503.97,2492.75
Sweden,Unspecified,598.77,4334.08
Sweden,Czech Republic,2951.5,1677.72
Sweden,Japan,1399.41,2770.31
Sweden,Austria,2167.78,1679.54
Sweden,Turkey,1555.02,1722.77
Sweden,Estonia,1740.18,1534.07
Sweden,"Korea, Rep.",1518.36,1687.71
Sweden,Lithuania,1731.61,1450.89
Sweden,Switzerland,1391.59,1722.44
Sweden,Ireland,2259.7,852.82
Sweden,Hungary,2058.52,875.04
Sweden,India,992.34,1289.26
Sweden,Brazil,754.91,1152.6
Sweden,Australia,283.94,1537.45
Sweden,Canada,603.56,1184.77
Sweden,Vietnam,1540.65,247.09
Sweden,Portugal,796.65,932.24
Sweden,Slovak Republic,1167.76,503.42
Sweden,"Other Asia, nes",966.22,678.73
Sweden,Latvia,1036.76,561.6
Sweden,Singapore,136.64,1260.45
Sweden,Saudi Arabia,96.43,1193.41
Sweden,Thailand,553.21,613.76
Sweden,Romania,579.67,501.24
Sweden,Malaysia,600.39,389.56
Sweden,South Africa,192.86,779.73
Sweden,"Egypt, Arab Rep.",43.23,884.57
Sweden,Mexico,158.03,748.66
Sweden,United Arab Emirates,98.61,763.73
Sweden,Bunkers,0.06,758.45
Sweden,Slovenia,449.24,245.42
Sweden,Greece,210.15,483.62
Sweden,Bangladesh,629.75,62.87
Sweden,Ukraine,110.79,560.41
Sweden,Indonesia,332.02,333.35
Sweden,"Hong Kong, China",301.71,336.01
Switzerland,Germany,62360.16,55240.47
Switzerland,United States,24292.92,62673.98
Switzerland,China,19791.19,33066.49
Switzerland,United Kingdom,36389.87,14027.38
Switzerland,Italy,24049.74,20196.86
Switzerland,France,18842.36,19252.87
Switzerland,India,2333.82,31409.24
Switzerland,Spain,9063.78,13815.87
Switzerland,Austria,10141.2,10255.17
Switzerland,"Hong Kong, China",4646.57,10191.52
Switzerland,Japan,5353.98,8441.84
Switzerland,United Arab Emirates,8715.14,4611.77
Switzerland,Netherlands,5917.81,7355.97
Switzerland,Singapore,5056.1,8100.65
Switzerland,Slovenia,2296.63,8745.71
Switzerland,Belgium,4408.82,5059.22
Switzerland,Canada,3448.86,4140.12
Switzerland,Poland,3064.98,3270.74
Switzerland,Thailand,1916.89,4289.5
Switzerland,"Korea, Rep.",2252.03,3644.38
Switzerland,Ireland,4214.54,1305.49
Switzerland,Czech Republic,2959.4,2250.18
Switzerland,Russian Federation,1498.58,3688.92
Switzerland,Turkey,2185.59,2813.77
Switzerland,South Africa,4240.34,641.84
Switzerland,"Other Asia, nes",1751.11,2672.9
Switzerland,Brazil,1753.59,2369.82
Switzerland,Australia,1644.42,2427.55
Switzerland,Sweden,1649.78,2036.43
Switzerland,Saudi Arabia,928.57,2500.69
Switzerland,Burkina Faso,3380.12,3.61
Switzerland,Mexico,1623.13,1532.65
Switzerland,Hungary,1659.25,1277.01
Switzerland,Romania,973.51,1737.73
Switzerland,Portugal,1211.66,1274.21
Switzerland,Ghana,2451.04,33.56
Switzerland,Uzbekistan,2390.73,92.53
Switzerland,Peru,2283.88,137.82
Switzerland,Vietnam,1878.36,529.31
Switzerland,Malaysia,897.25,1475.72
Switzerland,Finland,1605.28,682.53
Switzerland,Denmark,1040.21,1231.15
Switzerland,Indonesia,1701.77,360.6
Switzerland,Slovak Republic,1193.95,748.4
Switzerland,Israel,551.72,1192.43
Switzerland,Argentina,993.97,684.97
Switzerland,"Egypt, Arab Rep.",84.76,1339.23
Switzerland,Mali,1356.5,8.94
Switzerland,Chile,934.73,354.11
Switzerland,Norway,513.16,733.09
Tanzania,China,2696.19,273.09
Tanzania,United Arab Emirates,1359.51,1051.73
Tanzania,India,1209.52,1008.69
Tanzania,South Africa,432.34,916.67
Tanzania,Kenya,410.88,397.22
Tanzania,Saudi Arabia,674.12,7.25
Tanzania,Switzerland,77.05,526.94
Tanzania,Japan,469.01,67.47
Tanzania,Uganda,109.66,314.02
Tanzania,United States,261.36,39.08
Tanzania,Germany,243.84,39.91
Tanzania,Rwanda,2.2,277.8
Tanzania,Turkey,237.48,22.02
Tanzania,Indonesia,220.01,18.72
Tanzania,Oman,221.09,9.34
Tanzania,Singapore,82.23,139.22
Tanzania,"Congo, Dem. Rep.",2.59,207.23
Tanzania,Netherlands,94.38,78.86
Tanzania,Belgium,65.9,101.4
Tanzania,Burundi,0.62,163.26
Tanzania,Russian Federation,150.55,7.13
Tanzania,United Kingdom,133.7,19.46
Tanzania,"Korea, Rep.",137.32,10.18
Tanzania,Italy,105.17,33.99
Tanzania,Zambia,70.42,68.61
Tanzania,Vietnam,35.95,102.02
Tanzania,Malaysia,111.7,7.84
Tanzania,"Hong Kong, China",53.06,61.3
Tanzania,Thailand,110.53,3.43
Tanzania,Pakistan,31.48,62.17
Tanzania,Australia,87.84,3.93
Tanzania,Malawi,22.47,64.05
Tanzania,France,63.59,18.82
Tanzania,Spain,62.7,16.86
Tanzania,Finland,69.2,8.47
Tanzania,Qatar,40.82,25.31
Tanzania,Ukraine,60.74,4.0
Tanzania,Sweden,57.46,2.4
Tanzania,"Egypt, Arab Rep.",47.94,3.52
Tanzania,Canada,45.41,3.65
Tanzania,Eswatini,39.58,0.15
Tanzania,Poland,26.72,9.51
Tanzania,"Other Asia, nes",28.91,1.65
Tanzania,Brazil,27.64,0.03
Tanzania,Ireland,26.86,0.23
Tanzania,Argentina,26.52,0.14
Tanzania,Denmark,21.18,3.85
Tanzania,Zimbabwe,9.91,14.86
Tanzania,Mauritius,20.28,0.18
Tanzania,Mozambique,4.59,15.48
Thailand,China,66426.55,36577.25
Thailand,Japan,35572.36,24558.18
Thailand,United States,14575.6,41225.33
Thailand,Malaysia,12050.78,11875.49
Thailand,Vietnam,6947.49,12276.4
Thailand,Australia,6420.73,10696.36
Thailand,Indonesia,8219.54,8774.7
Thailand,Singapore,7342.44,8863.83
Thailand,"Korea, Rep.",9895.42,5799.93
Thailand,"Other Asia, nes",10486.37,4574.0
Thailand,India,6412.22,8420.8
Thailand,"Hong Kong, China",2836.13,11412.04
Thailand,United Arab Emirates,9849.99,2740.73
Thailand,Germany,6198.96,4847.16
Thailand,Philippines,3832.87,6964.25
Thailand,Cambodia,879.7,6961.2
Thailand,Saudi Arabia,5819.9,1607.79
Thailand,Lao PDR,3245.29,3919.42
Thailand,Myanmar,2805.78,4248.09
Thailand,Switzerland,5071.96,1462.95
Thailand,Netherlands,1018.29,5212.55
Thailand,United Kingdom,2043.13,3418.84
Thailand,Brazil,3394.89,1884.04
Thailand,France,2469.01,1867.79
Thailand,Italy,2469.09,1811.53
Thailand,South Africa,779.72,2951.98
Thailand,Qatar,3370.78,324.72
Thailand,Mexico,800.66,2806.08
Thailand,Belgium,1067.64,1940.14
Thailand,Russian Federation,1762.93,1015.08
Thailand,Canada,872.15,1819.42
Thailand,New Zealand,826.08,1854.65
Thailand,Oman,1319.79,503.07
Thailand,Argentina,436.55,1359.78
Thailand,Pakistan,203.27,1586.83
Thailand,Angola,1607.76,148.75
Thailand,Spain,761.9,902.16
Thailand,Turkey,291.84,1309.13
Thailand,Nigeria,1094.45,272.3
Thailand,Libya,1152.07,188.02
Thailand,Bangladesh,53.9,1213.12
Thailand,Israel,450.76,807.67
Thailand,"Egypt, Arab Rep.",54.45,1157.64
Thailand,Sweden,739.38,446.23
Thailand,Chile,551.82,598.45
Thailand,Czech Republic,312.29,768.5
Thailand,Poland,483.73,545.76
Thailand,Kuwait,685.57,297.4
Thailand,Denmark,491.23,387.03
Thailand,Norway,627.88,205.37
Turkey,Germany,21726.3,19311.02
Turkey,China,32238.05,3662.75
Turkey,Russian Federation,28959.36,5774.39
Turkey,United States,13147.63,14721.82
Turkey,Italy,11562.69,11473.02
Turkey,United Kingdom,5558.19,13703.69
Turkey,France,7931.54,9123.3
Turkey,Spain,6311.61,9619.64
Turkey,Iraq,1664.1,11125.65
Turkey,Netherlands,4508.59,6764.79
Turkey,Belgium,5628.39,4899.3
Turkey,India,7936.15,1304.82
Turkey,Romania,3434.43,5175.02
Turkey,"Korea, Rep.",7597.02,996.23
Turkey,Israel,2047.08,6355.78
Turkey,Poland,3635.83,4673.82
Turkey,United Arab Emirates,2442.66,5493.36
Turkey,Ukraine,4524.67,2900.54
Turkey,"Egypt, Arab Rep.",2211.76,4513.69
Turkey,Bulgaria,2545.47,3953.44
Turkey,"Iran, Islamic Rep.",2823.68,2770.74
Turkey,Greece,2162.13,3118.9
Turkey,Japan,4389.29,521.77
Turkey,Brazil,3827.07,1025.37
Turkey,Czech Republic,2713.6,1649.03
Turkey,Switzerland,3057.85,1257.5
Turkey,Morocco,922.44,2976.89
Turkey,Saudi Arabia,3456.31,265.4
Turkey,Sweden,1984.44,1688.59
Turkey,Uzbekistan,1800.04,1841.62
Turkey,Libya,821.8,2771.26
Turkey,Malaysia,3098.06,445.17
Turkey,Austria,1829.58,1520.15
Turkey,Azerbaijan,751.29,2342.79
Turkey,Hungary,1645.22,1399.02
Turkey,Algeria,1194.88,1698.26
Turkey,Kazakhstan,1595.31,1288.14
Turkey,Canada,1079.77,1687.17
Turkey,Portugal,1121.06,1496.77
Turkey,"Serbia, FR(Serbia/Montenegro)",471.0,2038.68
Turkey,Denmark,1086.77,1301.1
Turkey,Syrian Arab Republic,187.1,2108.34
Turkey,Slovenia,453.14,1797.08
Turkey,Georgia,470.85,1703.75
Turkey,Indonesia,1847.39,313.04
Turkey,Colombia,1691.47,420.66
Turkey,Australia,1123.18,971.0
Turkey,"Other Asia, nes",1837.22,253.58
Turkey,South Africa,1192.74,861.26
Turkey,Ireland,984.79,958.67
United Arab Emirates,Unspecified,77563.81,208396.42
United Arab Emirates,China,51795.57,9068.78
United Arab Emirates,India,20876.19,23978.57
United Arab Emirates,Saudi Arabia,7378.27,26564.03
United Arab Emirates,United States,16876.6,7674.5
United Arab Emirates,Iraq,2699.04,14252.43
United Arab Emirates,Switzerland,5350.07,8716.94
United Arab Emirates,Turkey,9580.88,3915.43
United Arab Emirates,Japan,10859.51,2536.02
United Arab Emirates,Oman,2587.0,10109.05
United Arab Emirates,"Hong Kong, China",1274.04,10732.83
United Arab Emirates,Italy,7979.26,2637.3
United Arab Emirates,Kuwait,1332.28,9236.24
United Arab Emirates,Germany,8299.27,1380.66
United Arab Emirates,Vietnam,7601.25,1264.89
United Arab Emirates,United Kingdom,5368.77,2597.0
United Arab Emirates,"Egypt, Arab Rep.",1688.35,5880.26
United Arab Emirates,Mali,7327.22,217.43
United Arab Emirates,"Iran, Islamic Rep.",361.82,6581.19
United Arab Emirates,France,6090.13,823.05
United Arab Emirates,Belgium,3095.75,3726.59
United Arab Emirates,Bahrain,2756.84,3717.25
United Arab Emirates,South Africa,4454.75,1456.8
United Arab Emirates,Pakistan,1124.21,4245.18
United Arab Emirates,Russian Federation,3709.69,1450.65
United Arab Emirates,Thailand,3861.01,1222.29
United Arab Emirates,"Korea, Rep.",3596.89,1106.86
United Arab Emirates,Malaysia,2661.37,1713.2
United Arab Emirates,Netherlands,1656.32,2709.14
United Arab Emirates,Sudan,2900.92,1366.56
United Arab Emirates,Singapore,1751.84,2357.66
United Arab Emirates,Qatar,1290.89,2523.41
United Arab Emirates,Australia,2486.38,1060.29
United Arab Emirates,Canada,2781.19,663.57
United Arab Emirates,Indonesia,2480.95,634.84
United Arab Emirates,Brazil,2687.53,368.72
United Arab Emirates,Jordan,309.78,2726.72
United Arab Emirates,Guinea,2580.78,242.39
United Arab Emirates,Niger,2677.86,129.44
United Arab Emirates,Libya,956.16,1706.52
United Arab Emirates,Spain,2052.81,526.85
United Arab Emirates,Ghana,1734.44,825.63
United Arab Emirates,Lebanon,771.46,1711.72
United Arab Emirates,Botswana,2091.32,384.73
United Arab Emirates,"Other Asia, nes",1708.21,719.84
United Arab Emirates,Zimbabwe,2099.16,209.07
United Arab Emirates,Uganda,1998.04,296.68
United Arab Emirates,Tanzania,1329.87,936.37
United Arab Emirates,Kenya,391.61,1833.77
United Arab Emirates,Angola,1685.7,391.99
Uganda,United Arab Emirates,495.87,1844.84
Uganda,China,1351.95,39.61
Uganda,Kenya,773.23,465.55
Uganda,India,959.11,56.98
Uganda,Tanzania,743.68,95.13
Uganda,South Sudan,86.72,357.34
Uganda,Japan,342.87,5.18
Uganda,Netherlands,200.48,78.12
Uganda,Saudi Arabia,274.52,3.59
Uganda,"Congo, Dem. Rep.",10.44,267.19
Uganda,Germany,142.16,93.81
Uganda,South Africa,220.87,11.41
Uganda,Indonesia,191.16,39.05
Uganda,United States,147.58,58.39
Uganda,Zimbabwe,203.86,0.53
Uganda,Italy,63.62,138.05
Uganda,Malaysia,134.33,23.86
Uganda,Namibia,154.75,0.31
Uganda,Zambia,143.08,5.96
Uganda,Burkina Faso,131.13,0.19
Uganda,Belgium,52.75,72.53
Uganda,"Egypt, Arab Rep.",101.09,9.89
Uganda,Burundi,33.88,58.53
Uganda,Sudan,0.09,89.93
Uganda,United Kingdom,76.41,11.76
Uganda,Russian Federation,78.67,8.23
Uganda,Turkey,51.14,19.78
Uganda,Spain,17.18,47.68
Uganda,"Korea, Rep.",57.24,3.72
Uganda,France,51.19,8.98
Uganda,Vietnam,49.42,9.34
Uganda,Oman,52.09,1.64
Uganda,Thailand,47.86,3.01
Uganda,"Hong Kong, China",12.18,36.73
Uganda,Pakistan,34.84,13.66
Uganda,Argentina,44.69,0.01
Uganda,Singapore,36.55,8.14
Uganda,Switzerland,24.71,9.66
Uganda,Sweden,27.23,7.01
Uganda,Ireland,33.24,0.07
Uganda,Canada,27.26,3.51
Uganda,Eswatini,27.4,0.03
Uganda,Ukraine,24.49,1.61
Uganda,Poland,20.26,5.3
Uganda,"Other Asia, nes",22.91,0.95
Uganda,Denmark,21.52,0.98
Uganda,Morocco,2.61,17.94
Uganda,Qatar,15.09,5.41
Uganda,Portugal,9.02,10.61
Uganda,Brazil,18.36,0.0
United Kingdom,United States,59691.07,59891.12
United Kingdom,Germany,75512.97,40956.68
United Kingdom,China,91162.19,20890.21
United Kingdom,Netherlands,41621.02,37015.92
